,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,lat,long
6499,165 CHICKERING LAKE DR,11/4/22,"$990,000.00 ",990000,252.293578,3924,1985,34.026076,-84.3955512
6500,838 REGAL LN,11/4/22,"$375,000.00 ",375000,250.6684492,1496,2020,33.7450538,-84.5016943
6501,3688 CLOVIS CT NW,11/4/22,"$130,000.00 ",130000,130.0,1000,1958,33.775094,-84.5089872
6502,6900 ROSWELL RD # 19 Q,2/4/22,"$220,000.00 ",220000,211.5384615,1040,2006,33.94320822,-84.37328493
6503,6900 ROSWELL RD # 2 D,5/4/22,"$269,000.00 ",269000,187.5871688,1434,1971,33.94320822,-84.37328493
6504,4580 CLUB TER NE,11/4/22,"$2,450,000.00 ",2450000,481.9040126,5084,2018,33.879758,-84.3501381
6505,750 DALRYMPLE RD # 2 G,11/4/22,"$257,000.00 ",257000,141.8322296,1812,1967,33.956156,-84.361561
6506,795 HAMMOND DR # #2408,11/4/22,"$405,000.00 ",405000,210.4989605,1924,1990,33.9174763,-84.3595063
6507,645 WEST NORTHWAY LN,11/4/22,"$1,925,000.00 ",1925000,421.7791411,4564,2019,33.8863544,-84.365644
6508,316 SUMMIT NORTH DR 316,11/4/22,"$180,000.00 ",180000,209.5459837,859,1982,33.827969,-84.361938
6509,1195 MILTON TER SE # 4304,11/4/22,"$215,000.00 ",215000,246.277205,873,2006,33.722899,-84.380252
6510,715 BROOKSTONE CT,11/4/22,"$615,000.00 ",615000,252.9823118,2431,1998,34.0906111,-84.3052545
6511,13387 REGION TRC,11/4/22,"$465,000.00 ",465000,316.5418652,1469,2003,34.1011143,-84.2791042
6512,6490 ST MARK WAY,11/4/22,"$300,000.00 ",300000,176.7825575,1697,2014,33.5822555,-84.6241408
6513,12152 GARRETTS FERRY RD,11/4/22,"$500,000.00 ",500000,160.5651895,3114,1980,33.5721576,-84.7843834
6514,3103 FAR EMERALD LAND,11/4/22,"$277,000.00 ",277000,135.8509073,2039,2004,33.5986581,-84.5663777
6515,3995 CRANWOOD DR,11/4/22,"$255,000.00 ",255000,164.9417853,1546,1986,33.6469871,-84.5942028
6516,4975 PARK AVE NE,11/4/22,"$975,000.00 ",975000,344.279661,2832,1982,33.890786,-84.3784791
6517,2525 PEACHTREE RD NE # 5,11/4/22,"$1,395,000.00 ",1395000,583.6820084,2390,1982,33.8395469,-84.3796722
6518,10 TWENTY SIXTH ST F 1,11/4/22,"$166,312.00 ",166312,218.544021,761,1960,33.8021198,-84.393799
6519,4555 RUNNEMEDE RD NW,11/4/22,"$1,085,000.00 ",1085000,562.4675998,1929,1961,33.879563,-84.3995729
6520,1516 HOWELL MILL RD # 12,11/4/22,"$322,000.00 ",322000,266.9983416,1206,2000,33.7964485,-84.4161792
6521,131 AMHERST PL NW,11/4/22,"$317,500.00 ",317500,217.6148047,1459,1968,33.819172,-84.427646
6522,1572 REEL LAKE DR LOT 246,11/4/22,"$310,000.00 ",310000,158.3248212,1958,2007,33.7167109,-84.5711793
6523,27409 PLANTATION DR,11/4/22,"$352,500.00 ",352500,241.1080711,1462,1985,33.8352665,-84.3562199
6524,4475 CRESTWICKE POINTE,11/4/22,"$1,135,000.00 ",1135000,348.3732351,3258,1995,33.8818236,-84.3553962
6525,1104 WINGATE WAY,11/4/22,"$162,000.00 ",162000,204.0302267,794,1985,33.9675725,-84.3534927
6526,550 SARABROOK PL,11/4/22,"$650,000.00 ",650000,222.9845626,2915,2007,33.9077651,-84.3651493
6527,585 DUVAL DR,11/4/22,"$495,000.00 ",495000,240.6417112,2057,2020,34.0528513,-84.2944807
6528,3525 MERGANSER LN,11/4/22,"$565,000.00 ",565000,190.1716594,2971,1997,34.010179,-84.2602473
6529,1151 NORTH AVE NE,11/4/22,"$714,068.00 ",714068,541.7814871,1318,1920,33.7708935,-84.3496657
6530,835 KIRKWOOD AVE SE,11/4/22,"$1,195,000.00 ",1195000,452.6515152,2640,2016,33.7500022,-84.3599932
6531,1446 PINEHURST DR SW,11/4/22,"$330,000.00 ",330000,313.9866794,1051,1950,33.7161005,-84.4514172
6532,1277 BOULEVARD LORRAINE SW,11/4/22,"$400,000.00 ",400000,220.9944751,1810,1930,33.7209784,-84.4582282
6533,2825 MANGO CIR NW,11/4/22,"$200,000.00 ",200000,155.7632399,1284,1955,33.795139,-84.4809103
6534,525 BATESVILLE RD,11/4/22,"$660,000.00 ",660000,447.1544715,1476,1975,34.1259407,-84.3462559
6535,13145 FASHERSTONE DR,11/4/22,"$382,000.00 ",382000,270.5382436,1412,2001,34.1005908,-84.2585759
6536,265 WINDING RIVER DR NE UNIT E,11/4/22,"$226,000.00 ",226000,207.3394495,1090,1970,33.9968098,-84.3479422
6537,147 MADO LN,11/4/22,"$635,000.00 ",635000,503.968254,1260,2021,33.5163292,-84.741342
6538,1421 PEACHTREE ST NE 501,11/4/22,"$245,000.00 ",245000,253.6231884,966,1960,33.7936652,-84.386506
6539,4630 BROOK HOLLOW RD NW,11/4/22,"$1,123,000.00 ",1123000,348.8661075,3219,1967,33.8819399,-84.4051809
6540,2391 HOWELL MILL RD NW,11/4/22,"$780,000.00 ",780000,217.5125488,3586,1950,33.8210836,-84.4156867
6541,159 HEMPHILL SCHOOL RD,11/4/22,"$306,000.00 ",306000,145.4372624,2104,2007,33.7599559,-84.5003799
6542,4760 REGENCY TRC,11/4/22,"$743,000.00 ",743000,203.5058888,3651,2001,33.7063456,-84.543371
6543,6303 JASPER WAY,11/4/22,"$495,000.00 ",495000,212.9948365,2324,2020,33.6774412,-84.5902754
6544,802 DUNWOODY CHACE,11/4/22,"$386,000.00 ",386000,233.3736397,1654,1981,33.92255,-84.349575
6545,3295 BLUEBONNET TRL,11/4/22,"$285,000.00 ",285000,217.5572519,1310,1984,33.5920607,-84.4968795
6546,2420 FORREST PARK RD SE,11/4/22,"$339,900.00 ",339900,193.7856328,1754,2021,33.6881625,-84.3598157
6547,637 MC GRUDER ST NE,11/4/22,"$1,495,000.00 ",1495000,499.3319973,2994,2019,33.7583431,-84.3663929
6548,620 GLEN IRIS DR NE # 211,11/4/22,"$380,000.00 ",380000,345.4545455,1100,2005,33.7716274,-84.3681286
6549,878 PEACHTREE ST NE # 519,11/4/22,"$270,000.00 ",270000,283.0188679,954,1951,33.7788037,-84.3850081
6550,245 AMAL DR # 1012,11/4/22,"$232,000.00 ",232000,139.0053925,1669,2003,33.7062408,-84.3963767
6551,6900 ROSWELL RD # 2 F,6/6/22,"$277,500.00 ",277500,209.592145,1324,1971,33.94320822,-84.37328493
6552,2918 RANDALL ST,11/4/22,"$275,000.00 ",275000,220.3525641,1248,1965,33.6755994,-84.4333086
6553,120 VISTACREST WAY,11/4/22,"$485,000.00 ",485000,193.3811802,2508,1975,34.0799166,-84.389948
6554,227 EDINBURGH CT # 227,11/4/22,"$357,500.00 ",357500,171.2985146,2087,1997,34.1006814,-84.2662172
6555,2935 COLES WAY,11/4/22,"$732,000.00 ",732000,186.4968153,3925,1985,33.9728648,-84.2790055
6556,8435 TATUM RD,11/4/22,"$325,000.00 ",325000,167.0092497,1946,2002,33.5327201,-84.6415157
6557,7791 WROTHAM CIR,11/4/22,"$310,000.00 ",310000,132.4786325,2340,2012,33.6708854,-84.6403507
6558,7357 BASALT DR,11/4/22,"$385,000.00 ",385000,159.8837209,2408,2011,33.5466175,-84.5336457
6559,4679 TARTAN CT,11/4/22,"$259,000.00 ",259000,147.4103586,1757,1977,33.5874574,-84.539245
6560,400 SEVENTEENTH ST NW # 1353,11/3/22,"$225,000.00 ",225000,300.0,750,2004,33.7891045,-84.4014254
6561,2884 ARDEN RD NW,11/3/22,"$4,145,000.00 ",4145000,730.7827927,5672,2021,33.8337581,-84.4089408
6562,660 SOMERSET TER NE,11/3/22,"$775,000.00 ",775000,466.5863937,1661,1935,33.7723204,-84.3625865
6563,5020 CINNABAR DR,11/3/22,"$485,000.00 ",485000,203.4395973,2384,1991,34.051579,-84.2130255
6564,911 OLMSTED LN,11/3/22,"$980,000.00 ",980000,233.3333333,4200,2016,34.0484916,-84.157734
6565,89 MANGUM ST SW # 310,11/3/22,"$302,000.00 ",302000,133.0396476,2270,2006,33.7521318,-84.4004813
6566,1086 CASCADE CIR SW,11/3/22,"$586,700.00 ",586700,327.2169548,1793,2006,33.7256225,-84.4482594
6567,15355 LAUREL GROVE DR,11/3/22,"$647,000.00 ",647000,171.1187517,3781,1992,34.1537345,-84.2965448
6568,10700 CEDAR GROVE RD,11/3/22,"$480,000.00 ",480000,400.0,1200,2006,33.6162719,-84.7307558
6569,3116 BROADLEAF TRL,11/3/22,"$270,000.00 ",270000,184.6785226,1462,2007,33.5390037,-84.5693387
6570,6900 ROSWELL RD # 3 G,9/6/22,"$300,000.00 ",300000,209.2050209,1434,1971,33.94320822,-84.37328493
6571,3338 PEACHTREE RD NE # 2805,11/3/22,"$650,000.00 ",650000,346.4818763,1876,2004,33.8487893,-84.3710648
6572,4 KING JAMES PL NE,11/3/22,"$362,000.00 ",362000,335.1851852,1080,1975,33.8704603,-84.3831047
6573,1075 PEACHTREE WALK A 102,11/3/22,"$230,000.00 ",230000,315.0684932,730,1996,33.7836461,-84.3859404
6574,135 STEEPLE GATE LN,11/3/22,"$1,225,000.00 ",1225000,274.5405648,4462,1998,33.9893848,-84.2921863
6575,6460 CONNELL RD,11/3/22,"$245,000.00 ",245000,171.4485654,1429,1970,33.5720027,-84.4987645
6576,220 RENAISSANCE PKY NE # 1107,11/3/22,"$325,000.00 ",325000,254.5027408,1277,1990,33.7694797,-84.3802014
6577,32 PEACHTREE ST NW 504,11/3/22,"$165,000.00 ",165000,275.9197324,598,1920,33.754733,-84.3898915
6578,9138 SELBORNE LN,11/3/22,"$1,075,000.00 ",1075000,462.16681,2326,2006,33.5238984,-84.7361066
6579,3589 BROOKSTONE WAY,11/3/22,"$285,000.00 ",285000,128.2628263,2222,2007,33.5739592,-84.5608929
6580,451 THISTLE COVE,11/3/22,"$247,000.00 ",247000,142.1173763,1738,2007,33.6263304,-84.5434944
6581,390 SEVENTEENTH ST NW LOT 5006,11/3/22,"$230,000.00 ",230000,264.9769585,868,2007,33.7903038,-84.3994771
6582,315 GALECREST DR,11/3/22,"$367,000.00 ",367000,235.2564103,1560,2001,34.1078838,-84.2583353
6583,5195 STONE CROFT TRL SW,11/3/22,"$549,000.00 ",549000,160.667252,3417,2001,33.7129751,-84.5653954
6584,20 MARIETTA ST NW # #6B,11/3/22,"$205,000.00 ",205000,177.3356401,1156,1995,33.7546387,-84.3906296
6585,898 OAK ST # 1418,11/3/22,"$150,000.00 ",150000,215.5172414,696,2006,33.7394152,-84.4173293
6586,2660 SANTA MONICA DR NW,11/3/22,"$215,000.00 ",215000,252.9411765,850,1955,33.765987,-84.4749932
6587,7440 BRANDONSHIRE RD,11/3/22,"$785,000.00 ",785000,190.1647287,4128,1989,33.9579162,-84.2833239
6588,4219 BEVERLY LN NE,11/2/22,"$813,134.00 ",813134,264.7782481,3071,1963,33.8698888,-84.3755305
6589,6520 ROSWELL RD NE #97,11/2/22,"$305,000.00 ",305000,198.8265971,1534,1968,33.9333934,-84.3806358
6590,3040 SAWTOOTH CIR,11/2/22,"$350,000.00 ",350000,150.862069,2320,1983,33.9914623,-84.2726243
6591,10546 BROOKDALE RD,11/2/22,"$648,000.00 ",648000,240.8026756,2691,2005,34.0388899,-84.2336836
6592,3701 LANDAU LN,11/2/22,"$400,000.00 ",400000,160.9657948,2485,2000,33.7147258,-84.5025342
6593,890 COURTENAY DR NE,11/2/22,"$1,820,000.00 ",1820000,490.8306365,3708,2007,33.7902223,-84.3579324
6594,2868 PALM DR,11/2/22,"$234,999.00 ",234999,233.1339286,1008,1951,33.6768118,-84.4196921
6595,1387 GEORGIA AVE,11/2/22,"$289,999.00 ",289999,203.0805322,1428,1970,33.6751408,-84.434292
6596,2188 SPINK ST NW,11/2/22,"$450,000.00 ",450000,293.1596091,1535,2003,33.8157179,-84.4730878
6597,95 CLUB CT,11/2/22,"$1,530,000.00 ",1530000,346.9387755,4410,2000,34.0884069,-84.2223887
6598,109 BRINDLE LN,11/2/22,"$599,000.00 ",599000,272.2727273,2200,2015,34.0924881,-84.2929709
6599,6126 ALLPOINT WAY,11/2/22,"$300,000.00 ",300000,160.5995717,1868,2005,33.5904847,-84.6390673
6600,9865 FARM BROOK LN,11/2/22,"$775,000.00 ",775000,210.8843537,3675,1989,34.0221053,-84.2124406
6601,320 HUNTWICK CT,11/2/22,"$570,000.00 ",570000,189.4946809,3008,1992,34.0644915,-84.1953899
6602,307 MILL POND RD,11/2/22,"$285,000.00 ",285000,216.8949772,1314,1985,34.041847,-84.348693
6603,343 VALLEY GREEN DR NE,11/2/22,"$795,000.00 ",795000,409.1610911,1943,1956,33.8742878,-84.3716398
6604,6245 GLEN OAKS LN,11/2/22,"$720,000.00 ",720000,281.3599062,2559,2000,33.9252902,-84.3688063
6605,5852 THREE LAKES DR,11/2/22,"$200,000.00 ",200000,106.3829787,1880,2005,33.6010863,-84.4792973
6606,6068 HEMPERLY RD,11/2/22,"$350,000.00 ",350000,130.4996271,2682,2008,33.5881067,-84.4785204
6607,6475 GREY FOX WAY,11/2/22,"$272,500.00 ",272500,160.2941176,1700,2007,33.5813675,-84.4644543
6608,800 PEACHTREE ST # 8517,11/2/22,"$385,000.00 ",385000,324.3470935,1187,1927,33.7762272,-84.3844471
6609,1614 BAYROSE CIR UNIT 14B,11/2/22,"$225,000.00 ",225000,180.2884615,1248,2006,33.7055168,-84.4470823
6610,3441 AVENSONG VILLAGE CIR,11/2/22,"$403,000.00 ",403000,297.6366322,1354,1998,34.1045689,-84.2609828
6611,345 SADDLE BRIDGE DR,11/2/22,"$535,000.00 ",535000,232.3056882,2303,1996,34.0467929,-84.2184813
6612,5035 AMBER LEAF DR,11/2/22,"$470,000.00 ",470000,274.8538012,1710,1995,34.0718741,-84.3577786
6613,820 FAIRVIEW CIR,11/2/22,"$537,850.00 ",537850,249.0046296,2160,2021,34.0456866,-84.3434929
6614,11 JAMES RIVER PL NE,11/2/22,"$387,000.00 ",387000,358.3333333,1080,1975,33.8700739,-84.3817191
6615,201 SIXTEENTH ST NW 9,11/2/22,"$438,000.00 ",438000,344.8818898,1270,2003,33.7902626,-84.3937232
6616,1001 ADAIR AVE NE,11/2/22,"$1,275,000.00 ",1275000,696.7213115,1830,1920,33.7799775,-84.3547389
6617,7055 GALLOWAY POINT,11/2/22,"$229,900.00 ",229900,168.3016105,1366,2005,33.5644443,-84.476151
6618,2475 HANFORD DR SW,11/2/22,"$295,000.00 ",295000,264.573991,1115,1955,33.6872034,-84.4161569
6619,4000 ORCHARD WAY,11/2/22,"$2,300,000.00 ",2300000,403.2965106,5703,2016,34.1577156,-84.3404616
6620,4130 HILLSIDE PL,11/1/22,"$2,811,000.00 ",2811000,515.6851954,5451,2007,33.8671016,-84.4043946
6621,239 TRIUMPH DR,11/1/22,"$307,000.00 ",307000,245.2076677,1252,1970,33.8163823,-84.4231894
6622,11015 LINBROOK LN,11/1/22,"$715,000.00 ",715000,184.9935317,3865,1987,34.0516504,-84.2057491
6623,130 BURBANK DR SW,11/1/22,"$374,900.00 ",374900,295.6624606,1268,1945,33.7512035,-84.4286934
6624,9295 CHAPELWOOD DR,11/1/22,"$720,000.00 ",720000,229.5186484,3137,1994,34.0056455,-84.2700385
6625,855 PEACHTREE ST NE UNIT 1611,11/1/22,"$368,000.00 ",368000,439.1408115,838,2008,33.7777998,-84.383904
6626,112 GLENROSE CIR SW,11/1/22,"$245,000.00 ",245000,243.0555556,1008,1963,33.6704238,-84.3924564
6627,1402 DOWNS DR SW,11/1/22,"$320,000.00 ",320000,232.2206096,1378,1950,33.7174166,-84.4545613
6628,2768 MARCO DR NW,11/1/22,"$285,000.00 ",285000,337.6777251,844,1959,33.7998056,-84.4781129
6629,100 PROVIDENCE LAKE PT,11/1/22,"$900,000.00 ",900000,249.3074792,3610,1997,34.1137422,-84.3703668
6630,700 CHAMPIONS CLOSE,11/1/22,"$1,000,000.00 ",1000000,203.6659878,4910,2003,34.1493724,-84.2847017
6631,6225 HICKORY LANE CIR,11/1/22,"$240,000.00 ",240000,132.1585903,1816,2006,33.5598747,-84.5195641
6632,419 PAPER MILL LANDING,11/1/22,"$239,900.00 ",239900,195.6769984,1226,1983,34.0278239,-84.3211696
6633,4329 PARKSIDE PL,11/1/22,"$687,000.00 ",687000,327.1428571,2100,2019,33.8851356,-84.3782566
6634,211 BLACKLAND DR NW,11/1/22,"$2,800,000.00 ",2800000,510.8556833,5481,1996,33.8559661,-84.3887412
6635,970 NORTH HIGHLAND AVE,11/1/22,"$950,000.00 ",950000,646.2585034,1470,1920,33.7810576,-84.3541022
6636,192 HOLDERNESS ST SW,11/1/22,"$340,000.00 ",340000,251.4792899,1352,1950,33.7494971,-84.4261987
6637,508 LAWTON ST SW,11/1/22,"$430,000.00 ",430000,238.3592018,1804,1920,33.7412464,-84.4230753
6638,6900 ROSWELL RD # 5 D,6/10/22,"$252,500.00 ",252500,176.0808926,1434,1971,33.94320822,-84.37328493
6639,678 COMMERCIAL AVE NW,11/1/22,"$274,900.00 ",274900,364.5888594,754,1950,33.77336,-84.4715496
6640,2924 COLLIER DR NW,11/1/22,"$457,000.00 ",457000,346.474602,1319,1961,33.7639706,-84.4824535
6641,4045 WHITEHALL WAY,11/1/22,"$289,000.00 ",289000,221.2863706,1306,1985,34.0878442,-84.2770751
6642,7130 OAKLEY CT,9/26/22,"$187,700.00 ",187700,140.0746269,1340,2003,33.5829968,-84.5329848
6643,4645 VALAIS CT # 10,9/16/22,"$339,000.00 ",339000,256.8181818,1320,1999,34.048262,-84.2266393
6644,236 MILL CREEK PL,9/22/22,"$180,000.00 ",180000,145.1612903,1240,1982,34.025672,-84.323977
6645,18 HOWELL ST NE,9/30/22,"$470,000.00 ",470000,580.9641533,809,2008,33.7548189,-84.3699459
6646,239 BOLLING RD NE,9/7/22,"$1,350,000.00 ",1350000,519.8305737,2597,1930,33.8293147,-84.379565
6647,5635 CEDAR PASS,9/26/22,"$265,000.00 ",265000,124.8233632,2123,2006,33.604311,-84.642277
6648,140 PINE GLADE TRC,9/15/22,"$636,000.00 ",636000,325.1533742,1956,1976,34.0551368,-84.3748634
6649,6900 ROSWELL RD # 6 C,2/15/22,"$218,999.00 ",218999,165.4070997,1324,1971,33.94320822,-84.37328493
6650,6900 ROSWELL RD # 8 K,6/30/22,"$245,000.00 ",245000,185.0453172,1324,1971,33.94320822,-84.37328493
6651,12675 SILVER FOX CT,9/16/22,"$990,000.00 ",990000,152.8721433,6476,1990,34.0858604,-84.3867706
6652,2609 WINSLOW DR NE,9/7/22,"$742,000.00 ",742000,399.3541442,1858,1980,33.8260499,-84.3823509
6653,4406 RAVENWOOD DR,9/21/22,"$227,000.00 ",227000,122.8354978,1848,2003,33.5980213,-84.5710258
6654,1466 COPELAND AVE SW,9/16/22,"$375,000.00 ",375000,177.3049645,2115,1930,33.7358698,-84.4356058
6655,4726 EDWINA LN SW,9/1/22,"$285,000.00 ",285000,237.5,1200,1983,33.7031963,-84.5420607
6656,WATKINS RD,9/23/22,"$350,000.00 ",350000,246.4788732,1420,1988,33.5148463,-84.7554318
6657,11774 WELLSLEY WAY,9/6/22,"$440,000.00 ",440000,241.7582418,1820,2004,34.0680285,-84.2101141
6658,6085 BAYWOOD DR,9/9/22,"$580,000.00 ",580000,245.6586192,2361,1994,34.0744505,-84.3592197
6659,1256 WARSAW RD,9/9/22,"$244,500.00 ",244500,183.008982,1336,1981,34.0313224,-84.3317832
6660,125 NORWICK WAY,9/30/22,"$700,000.00 ",700000,212.1212121,3300,1992,34.0069085,-84.2715399
6661,5135 ROSWELL RD 1/35,9/30/22,"$295,000.00 ",295000,225.0190694,1311,1976,33.8950822,-84.3796248
6662,2870 PHARR COURT SOUTH NW # #2401,9/30/22,"$315,000.00 ",315000,250.0,1260,1988,33.8338395,-84.3856789
6663,2171 BROOKVIEW DR NW,9/30/22,"$850,000.00 ",850000,293.9142462,2892,1950,33.8150398,-84.4195439
6664,1150 COLLIER RD UNIT 23 K,9/30/22,"$179,000.00 ",179000,281.4465409,636,1970,33.8100708,-84.4240963
6665,1177 LIBERTY PKWY,9/30/22,"$370,000.00 ",370000,279.0346908,1326,2005,33.818769,-84.443398
6666,1105 OLD FORGE DR,9/30/22,"$525,000.00 ",525000,317.4123337,1654,1971,34.036112,-84.33401
6667,2115 ROCHELLE WAY,9/30/22,"$191,000.00 ",191000,153.0448718,1248,1965,33.613376,-84.4585352
6668,2120 SANDGATE CIR,9/30/22,"$243,000.00 ",243000,204.0302267,1191,1972,33.5909489,-84.4592086
6669,703 PINE TREE TRL 10 D,9/30/22,"$136,000.00 ",136000,115.2542373,1180,1989,33.5666416,-84.479047
6670,1948 AKRON DR SE,9/30/22,"$205,000.00 ",205000,205.0,1000,1963,33.7010707,-84.3520894
6671,2956 HERRON LN,9/30/22,"$590,000.00 ",590000,125.2919941,4709,2012,33.6478547,-84.5553258
6672,2000 LEADENHALL ST,9/30/22,"$1,400,000.00 ",1400000,241.046832,5808,1995,34.0041108,-84.2487467
6673,155 KESWICK WAY,9/30/22,"$742,400.00 ",742400,209.1267606,3550,1993,34.0333435,-84.2407423
6674,4645 VALAIS CT # 20,9/30/22,"$320,000.00 ",320000,233.5766423,1370,1999,34.048262,-84.2266393
6675,6635 MAID MARION CLOSE,9/30/22,"$570,000.00 ",570000,199.5798319,2856,1989,34.0707207,-84.2212722
6676,1020 VINEBROOK LN,9/30/22,"$625,000.00 ",625000,169.0102758,3698,1989,34.0652396,-84.1977029
6677,3479 WASHINGTON RD,9/30/22,"$292,500.00 ",292500,171.957672,1701,1950,33.660869,-84.4754031
6678,2946 STONE RD,9/30/22,"$330,600.00 ",330600,153.4106729,2155,2005,33.665863,-84.4848307
6679,3166 IMPERIAL CIR,9/30/22,"$299,900.00 ",299900,151.1592742,1984,2007,33.7001388,-84.4946667
6680,3256 CASCADE PARC BLVD,9/30/22,"$290,000.00 ",290000,160.5758583,1806,2018,33.6990343,-84.4962648
6681,3795 ADAMSVILLE DR SW,9/30/22,"$175,000.00 ",175000,130.2083333,1344,1960,33.7621074,-84.5119575
6682,1111 WILLOWOOD LN,9/30/22,"$652,000.00 ",652000,198.5383678,3284,2005,33.7251048,-84.539434
6683,6935 HUNTERS KNOLL NE,9/30/22,"$650,000.00 ",650000,234.9114565,2767,1980,33.9442657,-84.3503192
6684,795 HAMMOND DR # #2104,9/30/22,"$225,000.00 ",225000,327.0348837,688,1990,33.9174763,-84.3595063
6685,3072 PEACHTREE DR NE,9/30/22,"$905,000.00 ",905000,418.4003699,2163,1940,33.8389259,-84.3667918
6686,800 PEACHTREE ST # 8429,9/30/22,"$270,000.00 ",270000,268.9243028,1004,1927,33.7762272,-84.3844471
6687,800 PEACHTREE ST # 8508,9/30/22,"$227,500.00 ",227500,325.4649499,699,1927,33.7762272,-84.3844471
6688,204 WALKER ST SW # 206,9/30/22,"$330,000.00 ",330000,244.0828402,1352,1905,33.7489708,-84.4017226
6689,397 LINCOLN ST SW,9/30/22,"$195,975.00 ",195975,190.6371595,1028,1958,33.7113381,-84.4008616
6690,356 PICKFAIR AVE SW,9/30/22,"$425,000.00 ",425000,168.1170886,2528,2013,33.7036947,-84.4011997
6691,1447 BEECHER ST SW,9/30/22,"$479,000.00 ",479000,284.7800238,1682,1930,33.7336035,-84.435052
6692,1258 LOCKWOOD DR SW,9/30/22,"$430,000.00 ",430000,413.4615385,1040,1960,33.720818,-84.4385613
6693,2015 BLAYTON CIR NW,9/30/22,"$366,300.00 ",366300,262.3925501,1396,1956,33.7523939,-84.4512942
6694,2110 RIVER GREEN DR,9/30/22,"$240,000.00 ",240000,292.6829268,820,1991,33.8631024,-84.4478224
6695,340 MULBERRY MANOR CT,9/30/22,"$420,000.00 ",420000,286.8852459,1464,1990,34.0854369,-84.2018986
6696,304 LEEWARD WALK CIR,9/30/22,"$633,000.00 ",633000,262.1118012,2415,1989,34.0760335,-84.2041188
6697,2245 ORCHARD PL,9/30/22,"$386,000.00 ",386000,285.9259259,1350,2000,34.07644,-84.356395
6698,1075 CREEKWALK DR,9/30/22,"$502,000.00 ",502000,264.2105263,1900,2005,34.0755011,-84.3299739
6699,2939 OAKSIDE CIR,9/30/22,"$389,000.00 ",389000,224.2074928,1735,2003,34.1094204,-84.269303
6700,1494 SPALDING DR,9/30/22,"$2,300,000.00 ",2300000,1026.785714,2240,1970,33.9724736,-84.3363129
6701,590 WINDSOR WAY,9/30/22,"$415,000.00 ",415000,116.1163962,3574,2005,33.5664011,-84.6069856
6702,976 FELLOWSHIP RD # 41,9/30/22,"$300,000.00 ",300000,147.0588235,2040,2017,33.8357429,-84.2099477
6703,3439 OAKCLIFF RD NW,9/30/22,"$288,500.00 ",288500,379.6052632,760,1963,33.7591481,-84.5001986
6704,949 BURNT HICKORY DR SW,9/30/22,"$270,000.00 ",270000,111.5241636,2421,1958,33.7301849,-84.4972688
6705,4044 BRAXTON PL,9/30/22,"$248,000.00 ",248000,181.2865497,1368,2018,33.6945329,-84.5206726
6706,2624 ST PAUL DR,9/30/22,"$600,000.00 ",600000,173.1102135,3466,2006,33.68699,-84.5661526
6707,970 SIDNEY MARCUS BLVD # 1112,9/30/22,"$242,000.00 ",242000,207.7253219,1165,1998,33.8254437,-84.356649
6708,970 SIDNEY MARCUS BLVD # 1308,9/30/22,"$215,000.00 ",215000,255.952381,840,1988,33.8254437,-84.356649
6709,6900 ROSWELL RD # 8 O,5/27/22,"$282,000.00 ",282000,196.6527197,1434,1971,33.94320822,-84.37328493
6710,325 EAST PACES FERRY RD # 1002,9/30/22,"$460,000.00 ",460000,345.0862716,1333,2004,33.8388271,-84.376744
6711,3796 NORTH STRATFORD RD,9/30/22,"$2,490,000.00 ",2490000,470.7884288,5289,2016,33.8597289,-84.3682929
6712,53 FORREST PL NE,9/30/22,"$415,000.00 ",415000,196.4032182,2113,1975,33.9182503,-84.3860097
6713,3655 HABERSHAM RD NE # B231,9/30/22,"$170,000.00 ",170000,244.2528736,696,1989,33.8537724,-84.3802409
6714,3235 ROSWELL RD NE # 709,9/30/22,"$355,000.00 ",355000,288.6178862,1230,1999,33.8433751,-84.3789797
6715,20 TENTH ST LOT 902,9/30/22,"$350,000.00 ",350000,327.7153558,1068,2007,33.7812881,-84.388199
6716,2660 PEACHTREE RD NW 26E&F,9/30/22,"$925,000.00 ",925000,172.7680239,5354,1987,33.8274649,-84.3881254
6717,214 RIVER MILL CIR,9/30/22,"$259,000.00 ",259000,223.6614853,1158,1979,34.007587,-84.355293
6718,6900 ROSWELL RD # 8 P,5/5/22,"$262,000.00 ",262000,182.7057183,1434,1971,33.94320822,-84.37328493
6719,647 HANLON WAY,9/30/22,"$606,000.00 ",606000,329.3478261,1840,2018,34.0615764,-84.2767947
6720,410 TAPESTRY TRL,9/30/22,"$730,000.00 ",730000,197.5108225,3696,1983,33.9900537,-84.2842082
6721,6585 EMERALD POINTE CIR,9/30/22,"$210,000.00 ",210000,192.3076923,1092,1988,33.5832009,-84.4780266
6722,3439 BENCH AVE,9/30/22,"$305,000.00 ",305000,172.0248167,1773,2004,33.5865998,-84.4996252
6723,2645 ASHLEY DOWNS LN,9/30/22,"$286,640.00 ",286640,129.3501805,2216,1990,33.5673071,-84.4765099
6724,5085 CAMPBELLTON FAIRBURN RD,9/30/22,"$305,000.00 ",305000,200.1312336,1524,1976,33.6178781,-84.6162488
6725,4279 BUTTERNUT PL,9/30/22,"$310,000.00 ",310000,132.7054795,2336,2004,33.6375352,-84.6047769
6726,110 HILLMAN CT,9/30/22,"$530,000.00 ",530000,229.8352125,2306,1998,34.0390917,-84.2319754
